entity,soc
src/events/trackCustomEvent.ts,110
src/events/index.ts,110
src/events/EventBus.spec.ts,110
src/modules/bids/app/bid-details/cta-buttons/CTAButtons.vue,109
src/modules/orders/services/transformers/marketplace-transformers.ts,108
src/modules/accept-now/app/accept-now-block/index.ts,107
src/common/services/interfaces/IRestHeader.ts,107
src/modules/savedLanes/types/storeTypes.ts,106
src/modules/savedLanes/types/interfaces.ts,106
src/modules/savedLanes/types/enums.ts,106
src/modules/savedLanes/store/mutations.ts,106
src/modules/savedLanes/store/mutations-types.ts,106
src/modules/savedLanes/store/index.ts,106
src/modules/savedLanes/store/getters.ts,106
src/modules/savedLanes/store/getter-types.ts,106
src/modules/savedLanes/store/action-types.ts,106
src/modules/savedLanes/components/__tests__/SavedLanesNoResults.spec.ts,106
src/modules/savedLanes/components/__tests__/SavedLaneCarousel.spec.ts,106
src/modules/savedLanes/components/__tests__/SavedLane.spec.ts,106
src/modules/savedLanes/components/SavedLanesNoResults.vue,106
src/modules/savedLanes/components/SavedLanesCarousel.vue,106
src/modules/savedLanes/components/SavedLaneConfirmDialog.vue,106
src/modules/savedLanes/base/helpers.ts,106
src/modules/orders/components/order-details/order-header/OrderDetailsPagination.spec.ts,106
src/modules/accept-now/models/index.ts,106
src/modules/next-load-suggestions/app/order-next-suggestions/NextLoadSuggestions.vue,105
src/modules/assignments/services/AssignmentService.mock.ts,105
src/modules/transport-offers/services/LoadService.spec.ts,104
src/common/base/helpers.spec.ts,104
src/modules/accept-now-deprecated/models/mocks/accept-now-mock.ts,103
src/common/services/authService.ts,103
src/modules/marketplace/Marketplace.vue,102
src/common/http/mocks/http-client.mocks.ts,102
src/common/compositions/index.ts,102
src/modules/filters/components/common/RadiusAddressWrapper.vue,101
src/modules/orders/tracking/OrderRepository.ts,100
src/modules/orders/events/OrderRepository.spec.ts,100
src/modules/accept-now-deprecated/app/AcceptNowConfirmDialog.vue,100
src/common/components/load-stops-list/Stop.vue,99
src/common/components/TermsAndConditions.spec.ts,99
src/modules/marketplace/components/LoadMore/LoadMore.vue,98
src/modules/accept-now/models/mocks/index.ts,98
src/modules/orders/store/index.ts,97
src/filters/application/useFilters.ts,97
src/modules/accept-now/services/mocks/index.ts,96
src/modules/accept-now/services/mocks/AcceptNowService.ts,96
src/modules/accept-now/segmentEvents.ts,96
src/modules/accept-now/events/mocks/index.ts,96
src/modules/accept-now/events/mocks/AcceptNowRepository.ts,96
src/modules/accept-now/events/AcceptNowRepository.ts,96
src/modules/accept-now/events/AcceptNowRepository.spec.ts,96
src/types/custom.d.ts,95
src/modules/assignments/Assignments.vue,95
src/modules/orders/components/order-details/order-content/order-load-details/order-map/OrderDetailsMapFixedHeight.vue,94
src/modules/constants.ts,94
src/experiments/accept-now/ExperimentVariation.ts,94
src/events/mocks/index.ts,94
src/modules/filters/components/MarketplaceFilters.vue,93
src/common/mocks/sharedData.ts,93
src/common/components/load-stops-list/RouteNotes.vue,93
src/common/services/mocks/GenericService-mock.ts,92
src/common/services/custom-errors.ts,91
src/modules/orders/base/eventBus.ts,90
src/components/Assignments.vue,89
src/common/config/env.ts,89
src/store/getters.ts,88
src/modules/tender/components/tender-list/tender-table-row/TenderBidStatus.vue,88
src/modules/orders/classes/__tests__/MultiStop.spec.ts,88
src/filters/application/ports.ts,88
src/assets/svgs/check_mark.svg,88
babel.config.js,87
src/modules/marketplace/tracking/mocks/index.ts,86
src/modules/bids/tracking/mocks/index.ts,86
src/modules/bids/tracking/mocks/BidRepository.ts,86
src/modules/accept-now-deprecated/events/AcceptNowEvents.ts,86
src/modules/accept-now-deprecated/events/AcceptNowEventConsumer.ts,86
src/modules/accept-now-deprecated/events/AcceptNowEventConsumer.spec.ts,86
src/filters/application/use-cases/FilterByVehicleTypeUseCase.ts,86
src/event/mocks/EventBus.ts,86
src/event/TrackingEvent.ts,86
src/common/scripts/backendClient.js,86
src/common/featureFlags.ts,86
src/sentry.ts,85
src/modules/marketplace/components/orders/__tests__/OrderBundleTableCell.spec.ts,85
src/modules/next-load-suggestions/app/order-next-suggestions/OrderRouteTableCells.vue,84
src/modules/marketplace/events/MarketplaceEventConsumer.spec.ts,84
src/modules/accept-now-deprecated/services/index.ts,84
src/modules/accept-now-deprecated/models/mocks/index.ts,84
src/modules/accept-now-deprecated/models/index.ts,84
src/modules/accept-now-deprecated/models/accept-now-dialog.ts,84
src/modules/accept-now-deprecated/featureFlags.ts,84
src/modules/accept-now-deprecated/events/mocks/index.ts,84
src/modules/accept-now-deprecated/events/mocks/AcceptNowRepository.ts,84
src/modules/accept-now-deprecated/events/index.ts,84
src/modules/accept-now-deprecated/events/AcceptNowEventKeys.ts,84
src/modules/accept-now-deprecated/composition/useAcceptNowNotification.ts,84
src/modules/accept-now-deprecated/composition/useAcceptNowNotification.spec.ts,84
src/modules/accept-now-deprecated/composition/index.ts,84
src/modules/accept-now-deprecated/app/useAcceptNowConfirm.ts,84
src/modules/accept-now-deprecated/app/useAcceptNowConfirm.spec.ts,84
src/modules/accept-now-deprecated/app/index.ts,84
src/modules/accept-now-deprecated/app/accept-now-block/index.ts,84
src/modules/accept-now-deprecated/app/accept-now-action/index.ts,84
src/common/events/SharedDataRepository.ts,84
src/common/events/SharedDataRepository.spec.ts,84
src/modules/marketplace/components/table/Table.vue,83
src/modules/filters/filter-add/MarketplaceFilters.vue,83
src/common/services/errors/RefreshDialogError.ts,83
src/common/services/errors/ErrorService.ts,83
src/common/components/RefreshDialog.vue,83
src/modules/tender/services/TenderService.spec.ts,82
src/modules/next-load-suggestions/app/order-next-suggestions/NextLoadSuggestionRow.spec.ts,82
src/modules/marketplace/featureFlags.ts,80
src/modules/marketplace/services/MarketplaceOrderService.ts,79
src/experiments/accept-now/components/AcceptNowBanner.vue,79
src/experiments/accept-now/VariantB.ts,79
src/common/compositions/useFeatureFlag.ts,79
src/common/compositions/useFeatureFlag.spec.ts,79
src/modules/marketplace/components/orders/OrderSpecificationsTableCell.vue,77
src/modules/marketplace/components/orders/OrderPalletExchangeTableCell.vue,77
src/modules/design/components/FallbackFetchAgain.vue,77
src/filters/application/use-cases/FilterByDropOffLocationUseCase.ts,77
src/common/http/models/mocks/http-client-mock.ts,75
src/event/EventBus.spec.ts,74
src/common/base/constants.ts,74
src/modules/bids/app/bid-details/OrderBidBlock.vue,73
src/common/services/MothershipService.ts,73
src/modules/bids/app/bidding-block/useBiddingStatuses.ts,72
src/modules/bids/app/bidding-block/useBiddingStatuses.spec.ts,72
src/languages.ts,72
src/event/trackCustomEvent.ts,72
src/event/trackCustomEvent.spec.ts,72
src/event/mocks/index.ts,72
src/event/mocks/TestEvent.ts,72
src/experiments/accept-now/featureFlags.ts,71
src/modules/orders/events/mocks/index.ts,70
src/modules/orders/events/index.ts,70
src/common/http/errors/GenericServiceErrors.ts,70
src/common/mocks/vehicleTypes.mock.ts,69
src/modules/savedLanes/types/helpers.ts,68
src/modules/bids/app/bidding-block/CancelBid.spec.ts,68
src/layouts/PageContent.vue,68
src/filters/services/RouterService.ts,68
.nvmrc,68
src/modules/filters/components/filter-add/DateRangePicker.vue,67
src/modules/filters/components/common/VehicleTypesFilter.vue,67
src/experiments/accept-now/components/NumberOfBidsHeader.vue,67
src/experiments/accept-now/components/NumberOfBids.vue,67
src/experiments/accept-now/VariantC.ts,67
src/common/services/mocks/ServiceHelpers.ts,67
src/common/services/helpers.ts,67
src/common/services/__tests__/helpers.spec.ts,67
src/modules/bids/services/BiddingCharteringService.ts,66
src/modules/bids/services/BiddingCharteringService.spec.ts,66
src/common/components/load-stops-list/LoadStopsList.vue,66
src/bootstrap-local-config.ts,66
public/favicon.ico,66
src/types/localData.d.ts,65
src/modules/accept-now/tracking/index.ts,65
src/modules/accept-now/tracking/AcceptNowEventKeys.ts,65
src/global-setup.ts,65
src/filters/application/use-cases/FilterByPickupLocationUseCase.ts,65
src/common/config/links.js,65
src/modules/next-load-suggestions-deprecated/composition/useNextLoadSuggestions.ts,64
src/modules/next-load-suggestions-deprecated/composition/useNextLoadSuggestions.spec.ts,64
src/modules/bids/tracking/mocks/BidEventConsumer.ts,64
src/modules/bids/tracking/BidEventTracker.ts,64
src/modules/bids/services/BiddingService.ts,64
src/modules/bids/services/BiddingCarrierService.ts,64
src/modules/bids/services/BiddingCarrierService.spec.ts,64
src/modules/bids/models/ResponseWrapper.ts,64
src/modules/bids/app/bidding-block/cta-buttons/CTAButtons.vue,64
src/modules/bids/app/bidding-block/bid-input/change-bid-condition/OrderChangeBidCondition.spec.ts,64
src/modules/bids/app/bidding-block/bid-input/BidInputWithCondition.spec.ts,64
src/modules/bids/app/bidding-block/PlaceBid.spec.ts,64
src/modules/bids/app/bidding-block/ChangeBid.spec.ts,64
src/modules/accept-now/tracking/mocks/index.ts,64
src/modules/accept-now/tracking/mocks/AcceptNowEventConsumer.ts,64
src/event/EventTracker.ts,64
src/event/EventTracker.spec.ts,64
webpack/dev-config.js,63
src/modules/transport-offers/feature-flags.ts,63
src/modules/bids/events/BidEventBusEvents.ts,63
src/marketplace-shared-data.ts,63
src/events/TrackingEvent.ts,63
src/events/AmplitudeEvent.ts,63
src/modules/bids-deprecated/services/BiddingLegacyOrderService.ts,62
src/modules/bids-deprecated/services/BiddingLegacyOrderService.spec.ts,62
src/modules/orders/services/errors/OrderServiceErrors.ts,61
src/modules/assignments/services/__tests__/CarrierAssignmentService.spec.ts,59
src/modules/bids/app/bid-details/bid-input/change-bid-condition/OrderChangeBidCondition.spec.ts,57
src/modules/bids/app/bid-details/OrderBidBlock.spec.ts,57
src/filters/repositories/FilterRepository.ts,57
src/common/services/enums/apiErrors.ts,57
src/modules/marketplace/models/mocks/index.ts,56
src/common/services/SennderContactService.ts,55
src/common/components/load-stops-list/LineDashedIcon copy.vue,55
src/components/Home.vue,54
src/components/About.vue,54
src/common/services/SavedLanesService.ts,54
src/modules/design/index.ts,53
src/modules/accept-now/AcceptNowEvent.ts,52
src/common/components/table-plankton/__tests__/TableCell.spec.ts,52
src/common/components/table-plankton/TableCell.vue,52
README.md,52
src/routes.spec.ts,51
src/modules/next-load-suggestions/featureFlags.ts,51
src/modules/next-load-suggestions/app/order-next-suggestions/__tests__/AlertModal.spec.ts,51
src/modules/next-load-suggestions/app/order-next-suggestions/AlertModal.vue,51
src/modules/marketplace/components/orders/__tests__/OrderSpecificationsTableCell.spec.ts,51
src/modules/filters/filter-add/Sorting.vue,51
src/modules/filters/filter-add/RadiusAddressWrapper.vue,51
src/modules/filters/filter-add/MarketplaceListStatusBar.vue,51
src/modules/filters/filter-add/DropdownFilter.vue,51
src/modules/filters/filter-add/BundleOptionsFilterDropdown.vue,51
src/shims-vue.d.ts,50
src/shims-tsx.d.ts,50
src/sharedData.d.ts,50
src/orchestrated/interface.ts,50
src/coral.d.ts,50
src/common/mocks/rootstore.mock.ts,50
src/common/http/errors/RefreshDialogError.ts,49
ReadMe.md,49
src/modules/marketplace/components/orders/OrderRecommendation.vue,48
src/modules/filters/filter-add/ResetInputButton.vue,48
src/modules/filters/filter-add/RadiusFilter.vue,48
src/filters/application/use-cases/FilterLocationSearchUseCase.ts,48
src/components/OrderDetails.vue,48
src/common/components/RouteBackToButton.vue,48
src/common/compositions/useRoute.ts,47
src/common/compositions/mocks/useFeatureFlag-mock.ts,47
src/modules/marketplace/models/mocks/Orders.ts,46
webpack/webpack.local.js,45
src/styles/variables.scss,45
src/modules/marketplace/components/orders/useRecommendedLoads.ts,45
src/modules/marketplace/components/orders/useRecommendedLoads.spec.ts,45
src/index.ts,45
.prettierrc.json,45
.npmrc,45
.eslintrc.json,45
.eslintignore,45
src/modules/orders/components/common/RouteAddress.vue,44
src/modules/filters/events/index.ts,43
src/common/shell/di/index.ts,43
src/common/compositions/useRoute.spec.ts,43
jest.base.config.ts,43
src/modules/assignments/components/table/__tests__/TableRow.spec.ts,42
src/modules/assignments/components/table/__tests__/TableCell.spec.ts,42
src/modules/assignments/components/table/TableRow.vue,42
src/modules/assignments/components/table/TableCell.vue,42
src/filters/di/index.ts,41
src/modules/marketplace/classes/MarketplaceTab.ts,40
src/modules/marketplace/classes/BidCondition.ts,40
src/modules/bids-deprecated/composition/mocks/useBidActions.ts,40
src/common/services/MothershipLocations.ts,40
src/modules/orders/components/common/DayDifferenceExact.vue,39
src/modules/design/components/Loader.vue,39
src/modules/assignments/components/__tests__/ValidityCounter.spec.ts,39
src/common/types/ResponseWrapper.ts,39
src/common/components/load-stops-list/__tests__/loadStopsList.spec.ts,39
src/modules/next-load-suggestions-deprecated/app/order-next-suggestions/OrderRouteTableCells.vue,37
src/modules/next-load-suggestions-deprecated/app/order-next-suggestions/NextLoadSuggestionRow.vue,37
src/modules/bids/composition/useAcceptNowNotification/useAcceptNowNotification.ts,36
src/modules/bids/composition/useAcceptNowNotification/useAcceptNowNotification.spec.ts,36
src/filters/application/useFilters.spec.ts,36
src/common/base/compositions/notifications/usePushNotification.ts,36
src/common/base/compositions/notifications/usePushNotification.spec.ts,36
src/modules/orders/events/OrderEventBusEvents.ts,35
src/filters/services/FilterStorageService.ts,35
src/filters/application/use-cases/FilterLocationSearchUseCase.spec.ts,35
src/modules/marketplace/di/index.ts,34
src/modules/design/components/FloatingBlockOnScroll.vue,34
src/common/di/container.ts,34
src/modules/transport-offers/services/mocks/LoadService.mock.ts,33
src/experiments/time-auction/useTimeAuction.ts,33
src/experiments/time-auction/useTimeAuction.spec.ts,33
src/experiments/time-auction/mocks/useTimeAuction.ts,33
src/experiments/time-auction/components/TimeAuction.vue,33
src/experiments/time-auction/components/TimeAuction.spec.ts,33
src/common/components/load-stops-list/TimezoneAcronym.vue,33
src/modules/bids/services/BiddingService.spec.ts,32
src/common/types/feature-flags.ts,32
src/common/http/mocks/index.ts,32
src/common/http/mocks/headers.mocks.ts,32
jest.base.config.js,32
src/modules/transport-offers/services/mocks/index.ts,31
src/modules/next-load-suggestions-deprecated/app/order-next-suggestions/NextLoadSuggestions.vue,31
src/experiments/use-auth-v4/featureFlags.ts,31
src/components/Tenders.vue,31
src/components/TenderDetails.vue,31
src/tracking/index.ts,30
src/modules/orders/featureFlags.ts,30
src/modules/marketplace/tracking/index.ts,30
src/modules/marketplace/store/mocks/state.ts,30
src/store/getter.spec.ts,29
src/modules/notifications/index.ts,28
src/modules/notifications/compositions/usePushNotification.ts,28
src/modules/notifications/compositions/usePushNotification.spec.ts,28
src/modules/notifications/compositions/index.ts,28
src/modules/currencies/index.ts,28
src/modules/currencies/formatCurrency.ts,28
src/modules/currencies/formatCurrency.spec.ts,28
src/modules/currencies/currencies.ts,28
src/common/env.ts,28
src/services/TruckLoadStorage.ts,27
src/modules/orders/base/constants.ts,27
src/application/ports.ts,27
src/application/displayTruckloads.ts,27
src/application/displayTruckLoads.spec.ts,27
src/notifications/notifications.ts,26
src/modules/accept-now-deprecated/constants.ts,26
src/modules/accept-now-deprecated/composition/mocks/useAcceptNow.ts,26
src/store/useStore.ts,25
src/modules/marketplace/store/mocks/store.ts,25
src/modules/marketplace/store/mocks/index.ts,25
src/filters/application/use-cases/FilterPickupRadiusUseCase.ts,25
src/filters/application/use-cases/FilterDropOffRadiusUseCase.ts,25
src/common/compositions/useWindow.ts,25
src/common/compositions/useWindow.spec.ts,25
src/services/UIErrorService.ts,24
src/services/TruckLoadQuery.ts,24
src/notifications/notifications.spec.ts,24
src/notifications/index.ts,24
src/modules/marketplace/components/orders/complementary-loads/composition/useComplementaryLoads.ts,24
src/modules/marketplace/components/orders/complementary-loads/composition/useComplementaryLoads.spec.ts,24
src/modules/marketplace/components/orders/complementary-loads/composition/mocks/useComplementary.mocks.ts,24
src/modules/marketplace/components/orders/complementary-loads/composition/index.ts,24
src/modules/marketplace/components/orders/complementary-loads/ComplementaryLoadsHeader.vue,24
src/modules/marketplace/components/orders/complementary-loads/ComplementaryLoads.vue,24
src/domain/services/SearchRepository.ts,24
rspack/rspack.config.js,24
src/modules/tender/services/errors/TenderServiceError.ts,23
src/modules/tender/services/errors/TenderServiceError.spec.ts,23
src/modules/marketplace/store/mutations.spec.ts,23
src/modules/marketplace/store/getters.spec.ts,23
src/common/scripts/helpers.ts,23
src/common/scripts/constants.ts,23
src/common/mocks/orderIdMapping.mock.ts,23
src/common/http/errors/mocks/axios-error-mock.ts,23
src/modules/tender/services/TenderClient.ts,22
src/modules/tender/services/TenderClient.spec.ts,22
src/modules/tender/featureFlags.ts,21
src/modules/next-load-suggestions-deprecated/featureFlags.ts,21
src/modules/next-load-suggestions-deprecated/app/order-next-suggestions/AlertModal.vue,21
src/modules/filters/events/FilterEventBusEvents.ts,21
src/filters/responsibility.md,21
src/modules/filters/featureFlags.ts,19
src/experiments/time-auction/index.ts,19
src/experiments/time-auction/featureFlags.ts,19
src/experiments/time-auction/components/TimeAuctionHeader.vue,19
src/common/compositions/useUrlQueryParams.ts,19
src/common/components/BackButton.spec.ts,19
src/modules/accept-now/events/AcceptNowEventBusEvents.ts,18
src/filters/application/use-cases/LocationUseCase.ts,18
src/modules/orders/services/errors/OrderServiceErrors.spec.ts,17
src/filters/services/FilterRepository.ts,17
src/filters/application/use-cases/FilterByLocationUseCase.ts,17
src/common/http/request-manager.ts,17
src/common/http/request-manager.spec.ts,17
src/application/ApplicationFactory.ts,17
webpack/moduleFederationConfig.js,16
src/marketplace/ui/ComplementaryLoads.vue,16
src/marketplace/services/UIErrorService.ts,16
src/marketplace/services/TruckLoadStorage.ts,16
src/marketplace/services/TruckLoadQuery.ts,16
src/marketplace/domain/services/SearchRepository.ts,16
src/marketplace/application/ports.ts,16
src/marketplace/application/displayTruckloads.ts,16
src/marketplace/application/displayTruckLoads.spec.ts,16
src/marketplace/application/ApplicationFactory.ts,16
src/common/http/errors/custom-errors.ts,16
src/common/compositions/mocks/index.ts,16
src/modules/marketplace/events/index.ts,15
src/modules/filters/services/SavedLaneOrderService.spec.ts,15
src/filters/application/index.ts,15
src/common/compositions/useUrlQueryParams.spec.ts,15
src/modules/orders/store/__tests__/mutations.spec.ts,14
src/modules/orders/store/__tests__/getter.spec.ts,14
src/experiments/price-guidance/components/PriceGuidanceBanner.vue,14
src/common/compositions/useTotalDistance.ts,14
src/common/compositions/useTotalDistance.spec.ts,14
src/store/readme.md,13
src/modules/readme.md,13
src/modules/marketplace/readme.md,13
src/modules/inftrastructure/readme.md,13
src/modules/config/readme.md,13
src/modules/config/.gitkeep,13
src/modules/bids/services/.gitkeep,13
src/modules/bids/readme.md,13
src/modules/bids/models/.gitkeep,13
src/modules/bids/components/.gitkeep,13
src/languages/readme.md,13
src/components/Marketplace.vue,13
src/common/services/readme.md,13
src/common/services/RouterRepository.ts,13
src/common/readme.md,13
src/common/filter/readme.md,13
src/common/application/ports.ts,13
src/assets/palette_with_boxes.svg,13
src/integrations/monitoring.ts,12
src/common/compositions/useDomesticCarrier.ts,11
src/common/components/index.ts,10
src/modules/tender/services/TenerService.spec.ts,9
src/modules/tender/base/constants.ts,9
src/filters/application/use-cases/FilterByVehicleTypeUseCase.spec.ts,9
src/experiments/use-auth-v4/useAuthV4.ts,9
src/common/types/index.ts,9
src/modules/marketplace/di/container.ts,8
src/modules/design/components/BlockWithBorder.vue,8
src/filters/di/container.ts,8
src/di/container.ts,8
src/common/http/loggers/index.ts,8
src/common/http/errors/ErrorService.ts,8
src/common/components/TermsAndConditions.vue,8
.editorconfig,8
src/modules/orders/components/order-details/order-not-ready/index.ts,7
src/modules/orders/components/order-details/order-not-ready/OrderNotReady.vue,7
src/common/compositions/useSmartBanner.ts,7
src/common/compositions/useSmartBanner.spec.ts,7
src/common/compositions/useInterval.ts,7
src/common/compositions/useInterval.spec.ts,7
src/types/shims-vue.d.ts,6
src/types/shims-tsx.d.ts,6
src/types/coral.d.ts,6
src/modules/transport-offers/services/index.ts,6
src/modules/transport-offers/models/index.ts,6
src/modules/transport-offers/mocks/index.ts,6
src/modules/transport-offers/list/store/index.ts,6
src/modules/transport-offers/list/components/index.ts,6
src/modules/transport-offers/detail/store/index.ts,6
src/modules/transport-offers/detail/components/index.ts,6
src/modules/orders/classes/__tests__/DayDifferenceExact.spec.ts,6
src/modules/orders/classes/DayDifferenceExact.ts,6
src/filters/ui/useFilters.ts,6
src/filters/ui/useFilters.spec.ts,6
Dockerfile.e2e,6
